references,GROUP_HawOL,Sample_HawOL,GeographicSetting_HawOL,Locality_HawOL,NumberPoint_HawOL,Fo_HawOL,Mnppm_HawOL,Nippm_HawOL,GROUP_MORBOL,Sample_MORBOL,GeographicSetting_MORBOL,Locality_MORBOL,NumberPoint_MORBOL,Fo_MORBOL,Mnppm_MORBOL,Nippm_MORBOL,volcano_island,Year_Haw,CITATION_Haw,SAMPLE NAME_Haw,LOCATION_Haw,FeOt_100_Haw,MgO_100_Haw,MnO_100_Haw,Ni_Haw,FeOMnO_100_Haw,GeoName_MORB,VG no#_MORB,Ocean_MORB,FeOt_MORB,MgO_MORB,MnO_MORB,Ni_MORB,FeOMnO_MORB
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-11 ,87.5,1301,2837,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-29 ,89.87,1224,2467,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-17,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.72436776,7.477606074,0.159522263,110,73.49674923,GSC,4621,Pacific,11.88225,6.41,0.21604049,65.70261,55.00010669
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-75 ,87.48,1286,2797,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-48 ,89.83,1231,2373,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-18,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.40656859,7.378631316,0.169509098,110,67.29177799,GSC,4623,Pacific,13.14695,6.34,0.25453214,64.04315,51.65143388
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-100 ,87.45,1301,2837,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-27 ,89.81,1224,2483,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-19,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.23309103,7.192115185,0.172205575,100,65.23070481,GSC,4624,Pacific,11.73211,6.4,0.21567557,65.80922,54.39702791
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-33 ,87.37,1324,2656,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-34 ,89.74,1262,2609,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-20,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.68831259,7.242785617,0.171010216,110,68.34862187,GSC,4625,Pacific,12.77111,6.41,0.2513927,62.65618,50.80143536
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-42 ,87.36,1332,2727,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-9 ,89.67,1231,2404,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-21,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.00475858,7.342031644,0.168668295,110,71.17377086,GSC,4626,Pacific,11.85223,6.42,0.21748353,66.1727,54.49713824
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-74 ,87.34,1317,2813,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-11 ,89.03,1371,2098,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-22,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.78786925,6.750671342,0.18136132,80,64.99660043,GSC,4627,Pacific,10.91097,7.28,0.21623751,74.96901,50.45826693
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-78 ,87.34,1317,2821,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-8 ,88.96,1332,2059,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-23,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.13113771,6.918018597,0.170443936,87,71.17377124,GSC,4628,Pacific,12.72975,5.57,0.24242984,50.07476,52.50900632
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-16 ,87.32,1309,2813,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-50 ,88.86,1386,2365,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-24,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.14441959,7.754332521,0.201411234,110,60.29663465,GSC,4704,Pacific,12.19858,7.13294,0.20926065,97.2285,58.29371169
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-102 ,87.31,1317,2703,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-17 ,88.85,1410,1996,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-25-1,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.63378113,7.927887753,0.178377474,120,65.22001276,GSC,4972,Pacific,9.06643,8.44,0.17318923,151.547,52.34984878
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-12 ,87.31,1355,2514,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-37 ,88.65,1425,2027,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-25-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.10298984,7.757373605,0.169070963,120,71.58526589,GSC,4513,Pacific,9.86135,8.52,0.18771178,157.63633,52.53452927
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-99 ,87.3,1317,2758,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-18 ,88.61,1402,2082,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-26,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.21881867,7.748904645,0.15895189,130,76.87117574,GSC,4521,Pacific,9.52084,8.95,0.18370925,189.45915,51.82558853
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-41 ,87.28,1324,2648,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-20 ,88.51,1402,2004,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-27,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.15800917,6.970796234,0.179249046,89,67.82746933,GSC,4522,Pacific,9.60037,9.04,0.18466348,205.51101,51.98846031
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-81 ,87.28,1293,2829,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-7 ,88.48,1410,2326,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-28,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.15763837,7.456062837,0.169004091,96,71.93694719,GSC,4523,Pacific,9.43606,9.04,0.18156572,199.1048,51.97049311
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-28 ,87.28,1371,2444,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-15 ,88.48,1440,1878,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-29,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.27964737,7.247154529,0.178696961,100,68.71771798,GSC,4629,Pacific,8.59206,8.82,0.17307382,167.7996,49.64390339
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-67 ,87.27,1301,2845,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-16 ,88.48,1448,1839,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-30-1,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.68109212,7.452222558,0.181270278,110,64.44019532,GSC,4700,Pacific,8.74773,9.66406,0.16061755,188.74819,54.46310195
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-73 ,87.26,1309,2609,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-31 ,88.47,1402,2043,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-30-2,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.55040634,6.545854023,0.171199259,89,67.46761877,GSC,4701,Pacific,8.77175,9.75147,0.16213577,195.32303,54.1012634
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-48 ,87.25,1317,2546,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-33 ,88.46,1410,1894,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-9,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.9079612,13.72212543,0.150242249,490,79.2584062,GSC,4702,Pacific,8.7066,9.61582,0.16418408,191.69291,53.02950201
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-17 ,87.24,1332,2758,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-28 ,88.39,1417,2114,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-36,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.69012625,13.16717874,0.179552437,490,65.10703194,GSC,4703,Pacific,8.829,9.6194,0.16428933,185.73498,53.74055637
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-98 ,87.2,1332,2790,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-21 ,88.39,1425,2027,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-38,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,10.86388743,9.037118543,0.170701128,230,63.64273955,GSC,4705,Pacific,8.94109,10.86229,0.16228021,183.11524,55.09661344
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-80 ,87.2,1332,2074,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-49 ,88.36,1433,1917,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-40,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.59219661,10.18151442,0.161291317,320,71.87117587,GSC,4708,Pacific,8.80927,9.32144,0.16645507,172.16777,52.92280974
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-18 ,87.18,1340,2813,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-35 ,88.32,1433,2043,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-41,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.54991573,13.91662373,0.139166237,490,82.99366268,GSC,4709,Pacific,8.75605,9.60525,0.16448471,186.25391,53.23321542
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-2 ,87.18,1348,2750,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-30 ,88.31,1471,1682,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-43,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,10.82638684,9.532455554,0.16054662,230,67.43453609,GSC,4751,Pacific,9.64786,8.62435,0.19202605,151.03582,50.24245408
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-54 ,87.18,1355,2735,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-22 ,88.3,1425,1823,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-44,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.12491922,9.138825787,0.158936101,220,69.99617551,GSC,4780,Pacific,8.94049,9.04,0.17092115,184.37717,52.30768691
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-4 ,87.13,1355,2821,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-45 ,88.29,1448,1752,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-47,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.19413191,13.06934148,0.180960113,460,67.38574434,GSC,4781,Pacific,9.09815,8.96,0.17614718,180.65073,51.65084108
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-71 ,87.1,1340,2790,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-3 ,88.29,1448,2137,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-48,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,12.0089135,9.840381693,0.200824116,220,59.79816438,GSC,4782,Pacific,9.02223,9.37,0.17339481,208.74262,52.03287226
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-68 ,86.98,1324,2593,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-5 ,88.28,1448,1933,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-49,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.55362554,10.44919112,0.180851385,240,63.88463953,GSC,4783,Pacific,9.01883,8.9,0.17249249,207.02974,52.28534877
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-90 ,86.98,1371,2727,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-40 ,88.27,1464,2082,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-50,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.3434238,10.02386007,0.178643051,290,63.49770526,GSC,4784,Pacific,8.92649,9.33,0.17091103,204.93763,52.22887019
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-70 ,86.96,1371,2742,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-1 ,88.27,1440,1807,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-51,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.45243967,7.56127408,0.181470578,120,63.10907143,GSC,4785,Pacific,8.9799,9.29,0.17243631,205.78465,52.0766189
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-55 ,86.9,1379,2758,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-47 ,88.15,1433,2294,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-47A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.23554639,7.122825731,0.18057868,100,62.21967283,GSC,4786,Pacific,8.9364,9.4,0.1713764,217.19594,52.14486942
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-22 ,86.89,1363,2499,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-43 ,88.13,1487,1839,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-50A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.78325627,7.452950149,0.201431085,110,58.49770541,GSC,4787,Pacific,8.79769,9.5,0.16901052,212.2229,52.05409699
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-56 ,86.88,1355,2797,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-6 ,88.07,1448,2357,Kilauea,1987, [178] CASADEVALL T. J. (1987),samp. UWE-52A,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,11.43155816,7.84949263,0.181142138,120,63.10822146,GSC,4788,Pacific,8.90718,9.17,0.17212142,193.72824,51.74939877
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-69 ,86.87,1348,2719,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-12 ,88.04,1510,1847,Kilauea,1980, [212] EASTON R. M. (1980),samp. EH22-76,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,11.6838488,7.155852032,0.192035577,99,60.84210531,GSC,4789,Pacific,9.08989,8.98,0.17363926,182.54758,52.34927861
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-77 ,86.82,1386,2672,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-19 ,88.01,1502,1847,Kilauea,1980, [212] EASTON R. M. (1980),samp. EH26-76,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,12.46087044,9.54256286,0.181763102,189,68.55555557,GSC,4970,Pacific,9.16755,9.37,0.17220683,204.08186,53.23569338
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-44 ,86.61,1402,2656,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-44 ,87.95,1479,1776,Kilauea,1980, [212] EASTON R. M. (1980),samp. EH33-76,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,11.64832946,8.327445241,0.191783587,130,60.7368422,GSC,4971,Pacific,9.24526,9.18,0.17325168,202.77906,53.36317662
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-3 ,86.38,1410,2609,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-38 ,87.95,1502,2397,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK23-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,12.1365105,13.05533118,0.18174475,381,66.77777762,GSC,4973,Pacific,9.24174,9.51,0.17452118,222.21454,52.95483333
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-65 ,86.3,1417,2632,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-25 ,87.93,1456,2412,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK16-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,11.91778048,6.956257594,0.182260024,83,65.38888901,GSC,4974,Pacific,9.14224,9.56,0.17377449,225.63609,52.6097933
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-29 ,85.86,1464,2656,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-42 ,87.92,1510,1925,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK29-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,12.43052046,6.851945427,0.181910056,77,68.33333315,GSC,4975,Pacific,9.18176,9.44,0.17525226,210.66196,52.39167814
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-83 ,85.85,1471,2648,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-2 ,87.9,1487,1799,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK42-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,11.83240787,7.218576477,0.181726401,92,65.11111102,GSC,4976,Pacific,9.02727,9.52,0.17239202,213.08126,52.36477883
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-94 ,85.73,1479,2310,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-10 ,87.89,1549,1737,Kilauea,1980, [212] EASTON R. M. (1980),samp. EH40-76,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,12.11631664,8.683360258,0.141357027,148,85.714286,GSC,4977,Pacific,9.20638,8.99,0.17515202,203.61118,52.56222566
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-58 ,85.71,1502,2365,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-32 ,87.88,1502,1729,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK43-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,12.13699179,8.121369918,0.160224314,110,75.75000003,GSC,4978,Pacific,9.13203,9.2,0.17545502,223.59664,52.04769861
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-91 ,85.65,1502,2625,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-13 ,87.73,1580,1650,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK8-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,12.37041467,7.824960128,0.159489633,107,77.56250007,CIR,684,Indian,10.21455,8.19981,0.19065118,84.98939,53.57716643
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-7 ,85.65,1456,2593,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-24 ,87.73,1479,2153,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK75-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,12.85213033,11.3283208,0.160401003,281,80.12499978,CIR,685,Indian,11.86292,7.4384,0.21464187,71.03993,55.26843388
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-66 ,85.61,1487,2601,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-26 ,87.71,1572,1611,Kilauea,1980, [212] EASTON R. M. (1980),samp. EK46-77,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,11.77362304,6.963112683,0.161697827,99,72.81250007,CIR,686,Indian,11.29512,8.04262,0.20306319,93.80498,55.62367064
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-35 ,85.31,1487,2970,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-36 ,87.66,1533,1823,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 3-88,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.24327534,6.70444735,0.172690311,115,65.10657879,CIR,687,Indian,11.20982,7.96988,0.20254206,94.16733,55.34564031
,WPM-THICK,IKI-22,Hawaii,Kilauea Iki,IKI22-86 ,84.37,1642,1886,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-41 ,87.52,1564,1587,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 4-121,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.03037819,7.115950183,0.172078454,132,64.10086756,CIR,688,Indian,11.16486,7.9908,0.20195435,92.82701,55.28407781
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-37 ,88.97,1138,3473,MORB,145-3,Indian Ocean ,116.72 oE SEIR,145-3-46 ,86,1727,1744,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 4-130,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.12705595,7.189479089,0.172872906,137,64.36552845,CIR,689,Indian,11.40748,8.0255,0.20507914,93.42955,55.62477003
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-19 ,88.9,1138,3465,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-15 ,90.16,1200,2436,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 5-136,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.06034206,7.090386756,0.172688503,125,64.04793526,CIR,690,Indian,11.273,7.97848,0.20010966,92.97683,56.33411201
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-61 ,88.83,1154,3402,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-16 ,89.82,1255,2349,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 5-139,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.18196023,8.236886288,0.172872922,190,64.68312157,CIR,691,Indian,11.40858,7.99912,0.20275592,94.3985,56.26755559
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-17 ,88.81,1146,3410,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-55 ,89.82,1239,2365,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 6-146,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.05555732,6.726379092,0.172471259,112,64.1008675,CIR,755,Indian,10.51908,7.39321,0.19254395,84.75084,54.63209828
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-70 ,88.77,1154,2955,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-49 ,89.65,1262,2184,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 6-154,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.13522283,8.357378921,0.171588698,170,64.89485007,CIR,757,Indian,10.47464,7.34295,0.1893049,82.32202,55.33211238
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-56 ,88.7,1162,3261,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-56 ,89.62,1293,2122,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 7-159,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.03154226,6.909261242,0.173241064,121,63.67740999,CIR,758,Indian,10.60855,7.44859,0.19143473,83.76388,55.41601568
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-30 ,88.65,1169,3167,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-27 ,89.61,1278,2019,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 7-162,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,10.98550209,7.116381836,0.172088892,122,63.83620676,CIR,759,Indian,10.59841,7.40076,0.19155418,82.55302,55.32852376
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-2 ,88.62,1177,3214,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-12 ,89.6,1286,2067,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 7-163,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.10649568,7.726864067,0.172837749,154,64.25966402,CIR,6824,Indian,8.74289,8.36739,0.16138335,124.5415,54.17467167
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-4 ,88.58,1185,3206,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-25 ,89.49,1301,2012,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 7-167,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,11.16540802,7.990461506,0.173041842,199,64.52432482,CIR,6825,Indian,8.89292,8.49171,0.16350412,134.07758,54.38957746
,WPM-THICK,IKI-44,Hawaii,Kilauea Iki,IKI44-51 ,88.53,1200,3198,MORB,30-29,Indian Ocean ,124.28 oE SEIR,30-29-53 ,89.11,1363,1799,Kilauea,1992, [217] GARCIA M. O. (1992),samp. 8-172,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,10.93609782,7.040384094,0.172458976,122,63.41274936,CIR,6826,Indian,9.1727,8.07633,0.17488284,98.98767,52.45054346
